BuildingId,Product,Floor,ConsumedQuantity,SupplyDate
5cff9741be953d0474764294,tea,2nd,4,2019-05-28 12:30:00
5cff9741be953d0474764294,tea,2nd,3,2019-07-01 12:30:00
5cff9741be953d0474764294,tea,1st,4,2019-05-28 12:30:00
5cff9741be953d0474764294,tea,1,5,2019-06-11 12:30:00
5cff9741be953d0474764294,coffe,1st,3,2019-05-28 12:30:00
5cff9741be953d0474764294,coffe,1st,4,2019-06-12 12:30:00
5cff9741be953d0474764294,coffe,2nd,1,2019-05-28 12:30:00
5cff9741be953d0474764294,coffe,2nd,3,2019-06-01 12:30:00
5cff9741be953d0474764294,milk,1st,4,2019-05-28 12:30:00
5cff9741be953d0474764294,milk,2nd,5,2019-05-28 12:30:00
5cff9741be953d0474764294,milk,2,5,2019-06-09 12:30:00
5cff9741be953d0474764294,honey,1st,2,2019-05-28 12:30:00
5cff9741be953d0474764294,honey,2,2,2019-06-10 12:30:00
5cff984dbe953d0474764295,sugar,1st,2,2019-05-22 12:30:00
5cff984dbe953d0474764295,sugar,1st,3,2019-06-10 12:30:00
5cff984dbe953d0474764295,sugar,2nd,1,2019-05-28 12:30:00
5cff984dbe953d0474764295,sugar,2,2,2019-06-12 12:30:00
5cff984dbe953d0474764295,sugar,1,3,2019-06-13 12:30:00
5cff984dbe953d0474764295,tea,2nd,4,2019-05-15 12:30:00
5cff984dbe953d0474764295,tea,2nd,4,2019-06-01 12:30:00
5cff984dbe953d0474764295,tea,1st,4,2019-05-28 12:30:00
5cff984dbe953d0474764295,tea,1,2,2019-06-12 12:30:00
5cff984dbe953d0474764295,tea,1,1,2019-06-12 12:30:00
5cff984dbe953d0474764295,coffe,1st,5,2019-05-30 12:30:00
5cff984dbe953d0474764295,coffe,1st,4,2019-06-11 12:30:00
5cff984dbe953d0474764295,coffe,2nd,1,2019-05-28 12:30:00
5cff984dbe953d0474764295,coffe,2nd,3,2019-06-03 12:30:00
5cff984dbe953d0474764295,milk,1st,2,2019-05-28 12:30:00
5cff984dbe953d0474764295,milk,2nd,5,2019-05-30 12:30:00
5cff984dbe953d0474764295,milk,1,5,2019-06-02 12:30:00
5cff984dbe953d0474764295,milk,1,4,2019-06-12 12:30:00
5cff984dbe953d0474764295,honey,1st,2,2019-05-29 12:30:00
5cff984dbe953d0474764295,honey,2,1,2019-06-12 12:30:00
5cff984dbe953d0474764295,honey,1,2,2019-06-13 12:30:00
5cff986bbe953d0474764296,sugar,1st,3,2019-05-28 12:30:00
5cff986bbe953d0474764296,sugar,1st,5,2019-06-02 12:30:00
5cff986bbe953d0474764296,sugar,2nd,2,2019-05-28 12:30:00
5cff986bbe953d0474764296,sugar,2nd,4,2019-06-03 12:30:00
5cff9a77be953d0474764297,sugar,1st,2,2019-05-22 12:30:00
5cff9a77be953d0474764297,sugar,1st,3,2019-06-10 12:30:00
5cff9a77be953d0474764297,sugar,2nd,1,2019-05-28 12:30:00
5cff9a77be953d0474764297,sugar,2,2,2019-06-12 12:30:00
5cff9a77be953d0474764297,tea,2nd,4,2019-05-15 12:30:00
5cff9a77be953d0474764297,tea,2nd,4,2019-06-01 12:30:00
5cff9a77be953d0474764297,tea,1st,4,2019-05-28 12:30:00
5cff9a77be953d0474764297,tea,1,1,2019-06-11 12:30:00
5cff9a77be953d0474764297,coffe,1st,5,2019-05-30 12:30:00
5cff9a77be953d0474764297,coffe,1st,4,2019-06-11 12:30:00
5cff9a77be953d0474764297,coffe,2nd,1,2019-05-28 12:30:00
5cff9a77be953d0474764297,coffe,2nd,3,2019-06-03 12:30:00
5cff9a77be953d0474764297,milk,1st,2,2019-05-28 12:30:00
5cff9a77be953d0474764297,milk,2nd,5,2019-05-30 12:30:00
5cff9a77be953d0474764297,milk,2,4,2019-06-11 12:30:00
5cff9a77be953d0474764297,honey,1st,2,2019-05-29 12:30:00
5cff9a77be953d0474764297,honey,1,2,2019-06-12 12:30:00
5cff9a91be953d0474764298,sugar,1st,4,2019-05-28 12:30:00
5cff9a91be953d0474764298,sugar,1st,2,2019-06-15 12:30:00
5cff9a91be953d0474764298,sugar,1st,3,2019-07-01 12:30:00
5cff9a91be953d0474764298,sugar,1st,4,2019-07-18 12:30:00
5cff9a91be953d0474764298,sugar,2nd,3,2019-05-28 12:30:00
5cff9a91be953d0474764298,sugar,2nd,5,2019-06-06 12:30:00
5cff9a91be953d0474764298,sugar,2nd,4,2019-06-16 12:30:00
5cff9a91be953d0474764298,sugar,3rd,2,2019-05-28 12:30:00
5cff9a91be953d0474764298,sugar,3rd,4,2019-06-10 12:30:00
5cff9a91be953d0474764298,sugar,2,3,2019-06-12 12:30:00
5cff9a91be953d0474764298,coffe,1st,3,2019-05-28 12:30:00
5cff9a91be953d0474764298,coffe,1st,4,2019-06-01 12:30:00
5cff9a91be953d0474764298,coffe,1st,2,2019-06-04 12:30:00
5cff9a91be953d0474764298,coffe,1st,5,2019-06-07 12:30:00
5cff9a91be953d0474764298,coffe,2nd,4,2019-05-28 12:30:00
5cff9a91be953d0474764298,coffe,2nd,3,2019-06-02 12:30:00
5cff9a91be953d0474764298,coffe,2nd,2,2019-06-05 12:30:00
5cff9a91be953d0474764298,coffe,2nd,4,2019-06-07 12:30:00
5cff9a91be953d0474764298,coffe,3rd,3,2019-05-28 12:30:00
5cff9a91be953d0474764298,coffe,3rd,4,2019-06-04 12:30:00
5cff9a91be953d0474764298,coffe,3rd,3,2019-06-08 12:30:00
5cff9a91be953d0474764298,coffe,7th,4,2019-05-28 12:30:00
5cff9a91be953d0474764298,coffe,7th,2,2019-06-11 12:30:00
5cff9a91be953d0474764298,tea,1st,3,2019-05-28 12:30:00
5cff9a91be953d0474764298,tea,1st,4,2019-06-06 12:30:00
5cff9a91be953d0474764298,tea,1st,2,2019-06-11 12:30:00
5cff9a91be953d0474764298,tea,2nd,3,2019-05-28 12:30:00
5cff9a91be953d0474764298,tea,2nd,4,2019-06-11 12:30:00
5cff9a91be953d0474764298,tea,3rd,2,2019-05-28 12:30:00
5cff9a91be953d0474764298,tea,3rd,3,2019-06-11 12:30:00
5cff9a91be953d0474764298,tea,7th,2,2019-05-28 12:30:00
5cff9a91be953d0474764298,tea,7th,4,2019-06-06 12:30:00
5cff9a91be953d0474764298,tea,7th,2,2019-06-16 12:30:00
5cff9a91be953d0474764298,tea,7th,3,2019-06-22 12:30:00
5cff9a91be953d0474764298,tea,7th,3,2019-06-30 12:30:00
5cff9a91be953d0474764298,tea,1,1,2019-06-11 12:30:00
5cff9a91be953d0474764298,honey,1st,2,2019-05-28 12:30:00
5cff9a91be953d0474764298,honey,1st,3,2019-06-21 12:30:00
5cff9a91be953d0474764298,honey,1st,4,2019-07-16 12:30:00
5cff9a91be953d0474764298,honey,2nd,2,2019-05-28 12:30:00
5cff9a91be953d0474764298,honey,2nd,2,2019-06-15 12:30:00
5cff9a91be953d0474764298,honey,3rd,3,2019-05-28 12:30:00
5cff9a91be953d0474764298,honey,3rd,2,2019-07-01 12:30:00
5cff9a91be953d0474764298,honey,7th,4,2019-05-28 12:30:00
5cff9a91be953d0474764298,honey,1,2,2019-06-12 12:30:00
5cff9a91be953d0474764298,milk,1st,4,2019-05-28 12:30:00
5cff9a91be953d0474764298,milk,1st,5,2019-06-01 12:30:00
5cff9a91be953d0474764298,milk,1st,3,2019-06-06 12:30:00
5cff9a91be953d0474764298,milk,1st,4,2019-06-04 12:30:00
5cff9a91be953d0474764298,milk,2nd,4,2019-05-28 12:30:00
5cff9a91be953d0474764298,milk,2nd,4,2019-05-31 12:30:00
5cff9a91be953d0474764298,milk,2nd,5,2019-06-03 12:30:00
5cff9a91be953d0474764298,milk,3rd,3,2019-05-28 12:30:00
5cff9a91be953d0474764298,milk,3rd,5,2019-05-30 12:30:00
5cff9a91be953d0474764298,milk,7th,3,2019-05-28 12:30:00
5cff9a91be953d0474764298,milk,2,4,2019-06-11 12:30:00
5cff9ab0be953d0474764299,sugar,1st,2,2019-05-22 12:30:00
5cff9ab0be953d0474764299,sugar,1st,3,2019-06-10 12:30:00
5cff9ab0be953d0474764299,sugar,2nd,1,2019-05-28 12:30:00
5cff9ab0be953d0474764299,tea,2nd,4,2019-05-15 12:30:00
5cff9ab0be953d0474764299,tea,2nd,4,2019-06-01 12:30:00
5cff9ab0be953d0474764299,tea,1st,4,2019-05-28 12:30:00
5cff9ab0be953d0474764299,coffe,1st,5,2019-05-30 12:30:00
5cff9ab0be953d0474764299,coffe,1st,4,2019-06-11 12:30:00
5cff9ab0be953d0474764299,coffe,2nd,1,2019-05-28 12:30:00
5cff9ab0be953d0474764299,coffe,2nd,3,2019-06-03 12:30:00
5cff9ab0be953d0474764299,milk,1st,2,2019-05-28 12:30:00
5cff9ab0be953d0474764299,milk,2nd,5,2019-05-30 12:30:00
5cff9ab0be953d0474764299,honey,1st,2,2019-05-29 12:30:00
5cff9abfbe953d047476429a,sugar,1st,4,2019-05-28 12:30:00
5cff9abfbe953d047476429a,sugar,1st,2,2019-06-03 12:30:00
5cff9abfbe953d047476429a,sugar,1st,3,2019-06-01 12:30:00
5cff9abfbe953d047476429a,sugar,1st,4,2019-06-11 12:30:00
5cff9abfbe953d047476429a,sugar,2nd,3,2019-05-28 12:30:00
5cff9abfbe953d047476429a,sugar,2nd,5,2019-06-06 12:30:00
5cff9abfbe953d047476429a,sugar,2nd,4,2019-06-15 12:30:00
5cff9abfbe953d047476429a,sugar,3rd,2,2019-05-28 12:30:00
5cff9abfbe953d047476429a,sugar,3rd,4,2019-06-10 12:30:00
5cff9abfbe953d047476429a,coffe,1st,3,2019-05-28 12:30:00
5cff9abfbe953d047476429a,coffe,1st,4,2019-06-01 12:30:00
5cff9abfbe953d047476429a,coffe,1st,2,2019-06-04 12:30:00
5cff9abfbe953d047476429a,coffe,1st,5,2019-06-07 12:30:00
5cff9abfbe953d047476429a,coffe,2nd,4,2019-05-28 12:30:00
5cff9abfbe953d047476429a,coffe,2nd,3,2019-06-02 12:30:00
5cff9abfbe953d047476429a,coffe,2nd,2,2019-06-05 12:30:00
5cff9abfbe953d047476429a,coffe,2nd,4,2019-06-07 12:30:00
5cff9abfbe953d047476429a,coffe,3rd,3,2019-05-28 12:30:00
5cff9abfbe953d047476429a,coffe,3rd,4,2019-06-04 12:30:00
5cff9abfbe953d047476429a,coffe,3rd,3,2019-06-08 12:30:00
5cff9abfbe953d047476429a,coffe,7th,4,2019-05-28 12:30:00
5cff9abfbe953d047476429a,coffe,7th,2,2019-06-11 12:30:00
5cff9abfbe953d047476429a,tea,1st,3,2019-05-28 12:30:00
5cff9abfbe953d047476429a,tea,1st,4,2019-06-06 12:30:00
5cff9abfbe953d047476429a,tea,1st,2,2019-06-11 12:30:00
5cff9abfbe953d047476429a,tea,2nd,3,2019-05-28 12:30:00
5cff9abfbe953d047476429a,tea,2nd,4,2019-06-11 12:30:00
5cff9abfbe953d047476429a,tea,3rd,2,2019-05-28 12:30:00
5cff9abfbe953d047476429a,tea,3rd,3,2019-06-11 12:30:00
5cff9abfbe953d047476429a,tea,7th,2,2019-05-28 12:30:00
5cff9abfbe953d047476429a,tea,7th,4,2019-06-06 12:30:00
5cff9abfbe953d047476429a,tea,7th,2,2019-06-16 12:30:00
5cff9abfbe953d047476429a,tea,7th,3,2019-06-12 12:30:00
5cff9abfbe953d047476429a,tea,7th,3,2019-06-14 12:30:00
5cff9abfbe953d047476429a,honey,1st,2,2019-05-28 12:30:00
5cff9abfbe953d047476429a,honey,1st,3,2019-06-11 12:30:00
5cff9abfbe953d047476429a,honey,1st,4,2019-06-16 12:30:00
5cff9abfbe953d047476429a,honey,2nd,2,2019-05-28 12:30:00
5cff9abfbe953d047476429a,honey,2nd,2,2019-06-15 12:30:00
5cff9abfbe953d047476429a,honey,3rd,3,2019-05-28 12:30:00
5cff9abfbe953d047476429a,honey,3rd,2,2019-07-01 12:30:00
5cff9abfbe953d047476429a,honey,7th,4,2019-05-28 12:30:00
5cff9abfbe953d047476429a,milk,1st,4,2019-05-28 12:30:00
5cff9abfbe953d047476429a,milk,1st,5,2019-06-01 12:30:00
5cff9abfbe953d047476429a,milk,1st,3,2019-06-06 12:30:00
5cff9abfbe953d047476429a,milk,1st,4,2019-06-04 12:30:00
5cff9abfbe953d047476429a,milk,2nd,4,2019-05-28 12:30:00
5cff9abfbe953d047476429a,milk,2nd,4,2019-05-31 12:30:00
5cff9abfbe953d047476429a,milk,2nd,5,2019-06-03 12:30:00
5cff9abfbe953d047476429a,milk,3rd,3,2019-05-28 12:30:00
5cff9abfbe953d047476429a,milk,3rd,5,2019-05-30 12:30:00
5cff9abfbe953d047476429a,milk,7th,3,2019-05-28 12:30:00
5cff9ae6be953d047476429b,sugar,1st,3,2019-05-28 12:30:00
5cff9ae6be953d047476429b,sugar,1st,4,2019-06-15 12:30:00
5cff9ae6be953d047476429b,sugar,1st,3,2019-05-28 12:30:00
5cff9ae6be953d047476429b,sugar,1st,2,2019-06-20 12:30:00
5cff9ae6be953d047476429b,sugar,2nd,2,2019-05-28 12:30:00
5cff9ae6be953d047476429b,sugar,2nd,3,2019-06-06 12:30:00
5cff9ae6be953d047476429b,sugar,2nd,2,2019-05-28 12:30:00
5cff9ae6be953d047476429b,tea,2nd,4,2019-05-28 12:30:00
5cff9ae6be953d047476429b,tea,2nd,3,2019-07-01 12:30:00
5cff9ae6be953d047476429b,tea,1st,4,2019-05-28 12:30:00
5cff9ae6be953d047476429b,coffe,1st,3,2019-05-28 12:30:00
5cff9ae6be953d047476429b,coffe,1st,4,2019-06-12 12:30:00
5cff9ae6be953d047476429b,coffe,2nd,1,2019-05-28 12:30:00
5cff9ae6be953d047476429b,coffe,2nd,3,2019-06-01 12:30:00
5cff9ae6be953d047476429b,milk,1st,4,2019-05-28 12:30:00
5cff9ae6be953d047476429b,milk,2nd,5,2019-05-28 12:30:00
5cff9ae6be953d047476429b,honey,1st,2,2019-05-28 12:30:00
